codemun,isic_r4,qtde_vinc_ativos_sum,massa_salarial_sum
110001,Agriculture,301,328678321.0
110001,Business,41,38783749.0
110001,Construction,44,62486277.0
110001,Financial,32,111882136.0
110001,Government,1025,1313294541.0
110001,Manufacturing,162,137655458.0
110001,OtherServices,20,14573985.0
110001,Trade,688,583713832.0
110001,Transport,47,42804892.0
110001,Utilities,112,184133306.0
110002,Agriculture,897,956409304.0
110002,Business,676,722610595.0
110002,Construction,552,931113547.0
110002,Financial,165,634792797.0
110002,Government,3520,6172071664.0
110002,Manufacturing,3006,3269144280.0
110002,Mining,336,534695885.0
110002,OtherServices,378,375328902.0
110002,RealEstate,27,19447159.0
110002,Trade,5980,6247585023.0
110002,Transport,496,534383911.0
110002,Utilities,20,14502847.0
110003,Agriculture,91,92755085.0
110003,Business,4,1956700.0
110003,Government,281,386852131.0
110003,Manufacturing,60,47991612.0
110003,OtherServices,7,3622300.0
110003,Trade,65,63775724.0
110004,Agriculture,383,304649238.0
110004,Business,673,629172441.0
110004,Construction,828,853766188.0
110004,Financial,146,530742596.0
110004,Government,3292,5861905851.0
110004,Manufacturing,2824,2748204109.0
110004,Mining,58,74484497.0
110004,OtherServices,268,217358774.0
110004,RealEstate,3,1503418.0
110004,Trade,5147,5084638002.0
110004,Transport,417,543458372.0
110004,Utilities,68,120233458.0
110005,Agriculture,129,101059355.0
110005,Business,56,48483871.0
110005,Construction,158,72498799.0
110005,Financial,20,80094508.0
110005,Government,961,1382654435.0
110005,Manufacturing,289,306070280.0
110005,OtherServices,19,20583407.0
110005,Trade,676,607418829.0
110005,Transport,28,34486729.0
110006,Agriculture,132,105376203.0
110006,Business,55,64690967.0
110006,Construction,41,133598681.0
110006,Financial,26,89044137.0
110006,Government,588,734738111.0
110006,Manufacturing,267,362911754.0
110006,Mining,5,2638825.0
110006,OtherServices,33,27144278.0
110006,Trade,562,447518450.0
110006,Transport,31,37579782.0
110006,Utilities,17,25288763.0
110007,Agriculture,218,279323880.0
110007,Business,4,1489200.0
110007,Construction,2,1825078.0
110007,Government,344,456481161.0
110007,Manufacturing,98,92978588.0
110007,OtherServices,5,4000609.0
110007,Trade,144,117646685.0
110007,Transport,4,5643236.0
110008,Agriculture,43,44920529.0
110008,Business,15,11814319.0
110008,Construction,0,0.0
110008,Government,571,603435039.0
110008,Manufacturing,75,86114177.0
110008,OtherServices,7,5089794.0
110008,Trade,114,85060882.0
110008,Transport,12,14939660.0
110009,Agriculture,371,373599901.0
110009,Business,49,45119370.0
110009,Construction,17,29353295.0
110009,Financial,27,91604315.0
110009,Government,931,1298327888.0
110009,Manufacturing,1147,1270506783.0
110009,Mining,40,38046579.0
110009,OtherServices,51,40140102.0
110009,Trade,1177,1060750772.0
110009,Transport,72,87938268.0
110009,Utilities,10,9064838.0
110010,Agriculture,55,43269267.0
110010,Business,63,51093267.0
110010,Construction,10,29226765.0
110010,Financial,74,211592647.0
110010,Government,1560,2380376247.0
110010,Manufacturing,66,75756216.0
110010,OtherServices,70,56582293.0
110010,Trade,1500,1444663964.0
110010,Transport,175,198348458.0
110011,Agriculture,253,222978629.0
110011,Business,198,172088843.0
110011,Construction,211,340041527.0
110011,Financial,97,316858514.0
110011,Government,1831,2741553933.0
110011,Manufacturing,2358,2432136808.0
110011,Mining,1,991000.0
110011,OtherServices,145,122888182.0
110011,RealEstate,0,257819.0
110011,Trade,2774,2800276942.0
110011,Transport,144,205790486.0
110012,Agriculture,625,542114903.0
110012,Business,1083,1174998303.0
110012,Construction,1328,1749618264.0
110012,Financial,295,991727073.0
110012,Government,4271,6600711769.0
110012,Manufacturing,3669,4399104204.0
110012,Mining,92,120426582.0
110012,OtherServices,633,1122610066.0
110012,RealEstate,43,27779588.0
110012,Trade,9274,9440689794.0
110012,Transport,1097,1278157827.0
110012,Utilities,83,94405079.0
110013,Agriculture,114,121136521.0
110013,Business,33,32212714.0
110013,Construction,37,65183983.0
110013,Government,1225,1456966400.0
110013,Manufacturing,499,461804166.0
110013,Mining,18,21530282.0
110013,OtherServices,13,7225980.0
110013,Trade,654,612376287.0
110013,Transport,39,46788012.0
110014,Agriculture,38,27003170.0
110014,Business,33,36771836.0
110014,Construction,18,63921271.0
110014,Government,673,950992860.0
110014,Manufacturing,97,67521051.0
110014,OtherServices,11,8441507.0
110014,Trade,449,385668574.0
110014,Transport,46,41384038.0
110015,Agriculture,210,166709616.0
110015,Business,233,289762048.0
110015,Construction,259,304991438.0
110015,Financial,107,298853351.0
110015,Government,664,971690042.0
110015,Manufacturing,537,463658988.0
110015,OtherServices,89,72946681.0
110015,Trade,2127,2072507907.0
110015,Transport,112,113077319.0
110015,Utilities,2,6921000.0
110018,Agriculture,647,581048539.0
110018,Business,538,489412972.0
110018,Construction,284,357388896.0
110018,Financial,198,474324821.0
110018,Government,1234,1459191924.0
110018,Manufacturing,1745,1577208887.0
110018,Mining,33,40675343.0
110018,OtherServices,56,52457228.0
110018,Trade,2947,2791745568.0
110018,Transport,338,473752358.0
110018,Utilities,103,264271884.0
110020,Agriculture,1262,1314042039.0
110020,Business,13902,15798716647.0
110020,Construction,38166,73586019332.0
110020,Financial,1303,4381814575.0
110020,Government,84271,223927749463.0
110020,Manufacturing,5549,6844379447.0
110020,Mining,155,189158422.0
110020,OtherServices,3114,4811285144.0
110020,RealEstate,266,254581945.0
110020,Trade,28878,32231410359.0
110020,Transport,4984,7605713291.0
110020,Utilities,2240,11563117151.0
110025,Agriculture,152,135434723.0
110025,Business,62,61915078.0
110025,Construction,34,82597880.0
110025,Financial,25,92314599.0
110025,Government,764,1022460175.0
110025,Manufacturing,220,262956916.0
110025,OtherServices,42,36390509.0
110025,Trade,599,548811536.0
110025,Transport,77,91760853.0
110026,Agriculture,110,119298953.0
110026,Manufacturing,20,25737606.0
110026,Mining,58,74200528.0
110026,OtherServices,0,0.0
110026,Trade,15,13797370.0
110028,Agriculture,199,186359072.0
110028,Business,247,207445681.0
110028,Construction,294,599896604.0
110028,Financial,91,355723577.0
110028,Government,1499,2739316357.0
110028,Manufacturing,1664,1958692312.0
110028,Mining,11,11899701.0
110028,OtherServices,112,88218975.0
110028,RealEstate,0,255000.0
110028,Trade,2790,2486974714.0
110028,Transport,149,145790995.0
110028,Utilities,6,6904366.0
110029,Agriculture,423,453899840.0
110029,Business,29,20337447.0
110029,Construction,29,11726450.0
110029,Government,370,409844210.0
110029,Manufacturing,163,182927871.0
110029,OtherServices,6,5030073.0
110029,Trade,172,123206523.0
110029,Transport,10,13572898.0
110030,Agriculture,1375,1400719365.0
110030,Business,827,749765591.0
110030,Construction,388,528559162.0
110030,Financial,211,658202955.0
110030,Government,3109,5966947962.0
110030,Manufacturing,2511,2986502533.0
110030,Mining,23,22274677.0
110030,OtherServices,361,346010141.0
110030,RealEstate,15,17120983.0
110030,Trade,6090,6527913727.0
110030,Transport,1343,2675412340.0
110030,Utilities,115,252864320.0
110032,Agriculture,80,68539097.0
110032,Business,36,21975477.0
110032,Construction,14,6858748.0
110032,Government,750,1055294535.0
110032,Manufacturing,746,821039599.0
110032,OtherServices,18,12585008.0
110032,Trade,591,523543271.0
110032,Transport,27,29060678.0
110033,Agriculture,62,59692800.0
110033,Business,10,7252150.0
110033,Construction,23,29754183.0
110033,Government,863,1096150043.0
110033,Manufacturing,265,347014043.0
110033,OtherServices,4,3524400.0
110033,Trade,334,304160005.0
110033,Transport,8,9962522.0
110034,Agriculture,71,60432519.0
110034,Business,33,22912871.0
110034,Construction,32,641745371.0
110034,Government,756,644933520.0
110034,Manufacturing,81,59464990.0
110034,OtherServices,26,20176079.0
110034,Trade,312,259723545.0
110034,Transport,32,44719100.0
110037,Agriculture,50,40269321.0
110037,Business,10,5801840.0
110037,Government,520,714463523.0
110037,Manufacturing,51,56796916.0
110037,OtherServices,0,606924.0
110037,Trade,173,126231925.0
110037,Transport,9,9089287.0
110040,Agriculture,56,46135917.0
110040,Business,18,14427296.0
110040,Construction,7,4082146.0
110040,Government,650,841466716.0
110040,Manufacturing,247,269358302.0
110040,OtherServices,5,4371231.0
110040,Trade,331,317869528.0
110040,Transport,113,129723777.0
110045,Agriculture,88,79914059.0
110045,Business,47,40162292.0
110045,Construction,11,35821645.0
110045,Financial,59,133040542.0
110045,Government,1016,1385679653.0
110045,Manufacturing,644,610868268.0
110045,OtherServices,16,11799468.0
110045,Trade,1005,1002441990.0
110045,Transport,57,69835940.0
110050,Agriculture,27,26397923.0
110050,Business,6,3442894.0
110050,Construction,6,5253548.0
110050,Government,441,511375241.0
110050,Manufacturing,73,55945085.0
110050,OtherServices,3,1732300.0
110050,Trade,92,70534621.0
110060,Agriculture,64,66693137.0
110060,Business,4,3067849.0
110060,Government,321,393671488.0
110060,OtherServices,1,314500.0
110060,Trade,75,65671136.0
110070,Agriculture,83,135141476.0
110070,Business,2,1382254.0
110070,Construction,8,10069263.0
110070,Government,520,683523022.0
110070,Manufacturing,35,33272178.0
110070,OtherServices,0,0.0
110070,Trade,78,69269311.0
110070,Transport,2,8688216.0
110080,Agriculture,111,125171413.0
110080,Business,8,7365588.0
110080,Construction,6,3162000.0
110080,Government,669,943599314.0
110080,Manufacturing,235,228705168.0
110080,Mining,16,17749170.0
110080,OtherServices,4,3044123.0
110080,Trade,245,217886163.0
110080,Transport,75,110089954.0
110090,Agriculture,70,69301894.0
110090,Government,308,318445793.0
110090,OtherServices,0,0.0
110090,Trade,11,10046754.0
110092,Agriculture,498,516305662.0
110092,Business,2,2238000.0
110092,Construction,5,5483802.0
110092,Government,561,791763818.0
110092,Manufacturing,696,705069936.0
110092,OtherServices,0,18700.0
110092,Trade,179,134936876.0
110092,Transport,13,18886724.0
110094,Agriculture,78,92507800.0
110094,Business,30,12422542.0
110094,Construction,16,69538210.0
110094,Government,513,744010934.0
110094,Manufacturing,755,836243755.0
110094,OtherServices,5,2069503.0
110094,Trade,321,321740212.0
110094,Transport,35,50934059.0
110100,Agriculture,19,23185160.0
110100,Business,14,24295421.0
110100,Government,478,592698392.0
110100,Manufacturing,10,20381626.0
110100,OtherServices,2,1122000.0
110100,Trade,50,35335797.0
110100,Transport,10,14385614.0
110110,Agriculture,105,87866807.0
110110,Business,4,5033445.0
110110,Government,504,520414355.0
110110,Manufacturing,84,58136072.0
110110,Mining,147,199381394.0
110110,OtherServices,1,636000.0
110110,Trade,125,117734720.0
110110,Transport,5,8548085.0
110120,Agriculture,22,19951033.0
110120,Business,23,18300988.0
110120,Government,404,627981230.0
110120,Manufacturing,123,91504339.0
110120,OtherServices,8,7114690.0
110120,Trade,146,120816074.0
110120,Transport,5,8668251.0
110130,Agriculture,18,13058551.0
110130,Business,17,10983791.0
110130,Construction,15,3408000.0
110130,Government,483,539411078.0
110130,Manufacturing,151,125985250.0
110130,OtherServices,58,71310404.0
110130,Trade,293,250550228.0
110130,Transport,15,15001215.0
110140,Agriculture,81,82289149.0
110140,Business,18,20947420.0
110140,Construction,7,3202334.0
110140,Government,599,596624834.0
110140,Manufacturing,178,190252663.0
110140,OtherServices,20,15604929.0
110140,Trade,256,224614511.0
110140,Transport,5,10079895.0
110143,Agriculture,17,14819215.0
110143,Business,3,2444710.0
110143,Government,342,394205903.0
110143,OtherServices,1,819713.0
110143,Trade,75,51008875.0
110145,Agriculture,101,104396008.0
110145,Government,219,295838156.0
110145,Manufacturing,32,40259537.0
110145,OtherServices,0,0.0
110145,Trade,30,22309650.0
110145,Transport,1,1673050.0
110146,Agriculture,194,205918947.0
110146,Trade,5,4970511.0
110147,Agriculture,39,32938239.0
110147,Government,239,276381980.0
110147,OtherServices,0,0.0
110147,Trade,8,10031984.0
110148,Agriculture,51,50208624.0
110148,Business,4,2162667.0
110148,Government,267,354625604.0
110148,Manufacturing,1,853700.0
110148,OtherServices,4,2515633.0
110148,Trade,78,64643493.0
110149,Agriculture,77,65437499.0
110149,Business,11,10424625.0
110149,Construction,39,20618097.0
110149,Government,712,763448163.0
110149,Manufacturing,94,111277017.0
110149,OtherServices,3,3404294.0
110149,Trade,272,250507153.0
110149,Transport,18,19356397.0
110150,Agriculture,33,31784913.0
110150,Business,9,7103141.0
110150,Government,476,542544824.0
110150,Manufacturing,136,136276557.0
110150,OtherServices,4,3341893.0
110150,Trade,183,166924961.0
110150,Transport,7,11716394.0
110155,Agriculture,5,6707916.0
110155,Business,2,1052100.0
110155,Government,272,288697497.0
110155,Manufacturing,98,76011475.0
110155,OtherServices,0,0.0
110155,Trade,53,40031879.0
110160,Agriculture,146,159270226.0
110160,Government,489,686472872.0
110160,OtherServices,0,209123.0
110160,Trade,50,36239143.0
110170,Agriculture,54,46482012.0
110170,Business,19,9491864.0
110170,Construction,10,11437038.0
110170,Government,425,639760190.0
110170,Manufacturing,35,45635672.0
110170,OtherServices,14,9699389.0
110170,Trade,229,204798529.0
110175,Agriculture,25,23640287.0
110175,Government,415,509249878.0
110175,Manufacturing,42,27777487.0
110175,OtherServices,0,0.0
110175,Trade,93,81304018.0
110180,Agriculture,41,27321391.0
110180,Government,421,530743137.0
110180,Manufacturing,20,19139599.0
110180,OtherServices,6,2885056.0
110180,Trade,101,75978026.0
110180,Transport,10,13419699.0
120001,Agriculture,72,43557657.0
120001,Business,4,2087832.0
120001,Construction,13,6387649.0
120001,Government,291,475918457.0
120001,Manufacturing,162,129864121.0
120001,OtherServices,2,973300.0
120001,Trade,157,139619153.0
120001,Transport,106,178056696.0
120005,Government,209,318727059.0
120005,Manufacturing,0,0.0
120005,OtherServices,1,510000.0
120005,Trade,108,82417747.0
120010,Agriculture,34,24646229.0
120010,Business,22,20970702.0
120010,Construction,0,0.0
120010,Government,654,724550512.0
120010,Manufacturing,238,169789559.0
120010,OtherServices,4,3309820.0
120010,Trade,357,273937048.0
120013,Agriculture,210,157371064.0
120013,Government,256,316937723.0
120013,OtherServices,117,81271669.0
120013,Trade,49,38960767.0
120017,Agriculture,30,31383521.0
120017,Government,386,467251131.0
120017,Manufacturing,148,273087798.0
120017,OtherServices,0,0.0
120017,Trade,68,62428248.0
120020,Agriculture,97,67255511.0
120020,Business,197,147552888.0
120020,Construction,572,1063434203.0
120020,Financial,84,327919846.0
120020,Government,2585,3135574717.0
120020,Manufacturing,319,212262428.0
120020,Mining,15,16561650.0
120020,OtherServices,186,165486295.0
120020,Trade,2067,1933948946.0
120020,Transport,294,430668299.0
120025,Agriculture,6,4530636.0
120025,Business,2,1156657.0
120025,Construction,24,11059281.0
120025,Government,539,553606621.0
120025,Manufacturing,25,16605356.0
120025,OtherServices,10,5073080.0
120025,Trade,498,360269446.0
120025,Transport,1,1268000.0
120030,Agriculture,29,28683549.0
120030,Business,8,7154593.0
120030,Construction,116,106383477.0
120030,Government,1037,1316340842.0
120030,Manufacturing,30,22809334.0
120030,OtherServices,3,2138333.0
120030,Trade,187,151207854.0
120030,Transport,4,7581028.0
120032,OtherServices,0,0.0
120032,Trade,10,10834642.0
120033,Agriculture,4,2397000.0
120033,Business,2,916000.0
120033,Construction,25,18860485.0
120033,Government,448,729571555.0
120033,Manufacturing,12,7856801.0
120033,OtherServices,0,0.0
120033,Trade,31,28052314.0
120033,Transport,19,25934138.0
120034,Construction,20,312747779.0
120034,Government,545,530077562.0
120034,Manufacturing,0,0.0
120034,OtherServices,0,0.0
120034,Trade,13,8301935.0
120035,Construction,0,0.0
120035,Government,768,910652892.0
120035,OtherServices,0,0.0
120035,Trade,6,4069800.0
120038,Agriculture,102,73101564.0
120038,Business,8,4726641.0
120038,Construction,2,768400.0
120038,Government,584,886080745.0
120038,Manufacturing,23,17148552.0
120038,OtherServices,7,4789681.0
120038,Trade,172,142213971.0
120038,Transport,5,8494906.0
120039,Government,435,462756131.0
120039,OtherServices,0,0.0
120039,Trade,2,1624350.0
120040,Agriculture,1843,2171932721.0
120040,Business,7129,8475208510.0
120040,Construction,7222,10062304067.0
120040,Financial,910,2980210414.0
120040,Government,52861,139587493890.0
120040,Manufacturing,4638,4903738315.0
120040,Mining,176,186186574.0
120040,OtherServices,1706,2271473134.0
120040,RealEstate,92,94991933.0
120040,Trade,16729,16293396751.0
120040,Transport,2168,2908092115.0
120040,Utilities,1023,3081807052.0
120042,Construction,26,10262969.0
120042,Government,651,653896942.0
120042,Manufacturing,0,0.0
120042,OtherServices,0,0.0
120042,Trade,6,5281081.0
120043,Trade,5,2677156.0
120045,Agriculture,328,235140665.0
120045,Business,9,6697648.0
120045,Construction,559,407175192.0
120045,Government,755,1039668480.0
120045,Manufacturing,349,359212354.0
120045,OtherServices,8,4870875.0
120045,Trade,222,190829928.0
120045,Transport,8,12913344.0
120050,Agriculture,188,134351179.0
120050,Business,9,3766520.0
120050,Construction,50,348715257.0
120050,Government,866,1381696672.0
120050,Manufacturing,61,50654546.0
120050,OtherServices,29,19632790.0
120050,Trade,385,340773687.0
120050,Transport,9,16382817.0
120060,Agriculture,85,61409023.0
120060,Business,14,6549420.0
120060,Construction,8,5765207.0
120060,Financial,34,136383540.0
120060,Government,772,1294847260.0
120060,Manufacturing,58,36105116.0
120060,OtherServices,19,14558703.0
120060,Trade,403,309420695.0
120060,Transport,13,46568634.0
120070,Agriculture,149,140811808.0
120070,Business,11,5744187.0
120070,Construction,0,0.0
120070,Government,326,408474364.0
120070,Manufacturing,257,257618095.0
120070,OtherServices,130,93208170.0
120070,Trade,98,78362615.0
120080,Agriculture,86,44060169.0
120080,Construction,16,20984876.0
120080,Government,390,571784710.0
120080,Manufacturing,75,80646560.0
120080,OtherServices,0,0.0
120080,Trade,86,71324978.0
130002,OtherServices,0,0.0
130002,Trade,16,13856402.0
130006,OtherServices,0,0.0
130006,Trade,2,1224000.0
130008,OtherServices,0,0.0
130008,Trade,0,0.0
130010,Government,574,610377063.0
130010,Manufacturing,0,0.0
130010,OtherServices,0,0.0
130010,Trade,0,0.0
130014,Agriculture,4,6514272.0
130014,Business,7,7720258.0
130014,Construction,11,11049413.0
130014,Government,606,749236876.0
130014,Manufacturing,22,8381338.0
130014,OtherServices,0,0.0
130014,Trade,83,67653168.0
130014,Transport,7,10866612.0
130020,Trade,5,1358000.0
130030,Business,2,1504456.0
130030,Government,387,503137113.0
130030,OtherServices,1,629000.0
130030,Trade,79,54189939.0
130030,Transport,3,5770569.0
130040,Business,0,0.0
130040,Manufacturing,0,0.0
130040,OtherServices,4,4172332.0
130040,Trade,16,13137019.0
130050,Construction,0,0.0
130050,Manufacturing,1,306000.0
130050,OtherServices,0,0.0
130050,Trade,35,20098450.0
130050,Transport,2,2946552.0
130050,Utilities,24,64045419.0
130060,Business,0,0.0
130060,Government,1182,1249771883.0
130060,Manufacturing,31,22523009.0
130060,OtherServices,6,5431919.0
130060,Trade,59,37208364.0
130060,Transport,6,11717618.0
130063,OtherServices,0,0.0
130063,Trade,1,798740.0
130068,OtherServices,0,0.0
130068,Trade,22,21043870.0
130070,Agriculture,184,192667249.0
130070,Business,9,4754139.0
130070,Construction,1,673920.0
130070,Government,1153,1017814791.0
130070,Manufacturing,162,175978713.0
130070,OtherServices,1,629480.0
130070,Trade,111,77452698.0
130070,Transport,9,23263185.0
130080,Financial,9,39702357.0
130080,Government,1473,1383475839.0
130080,Manufacturing,5,6920099.0
130080,OtherServices,8,6404420.0
130080,Trade,95,58476396.0
130080,Transport,9,9487047.0
130083,OtherServices,0,0.0
130083,Trade,0,0.0
130090,Manufacturing,0,0.0
130090,OtherServices,0,0.0
130090,Trade,3,1955000.0
130100,Construction,0,0.0
130100,Manufacturing,1,450000.0
130100,OtherServices,0,0.0
130100,Trade,38,48637766.0
130100,Transport,8,11139896.0
130110,Agriculture,13,13816317.0
130110,Construction,1,519624.0
130110,Government,1205,1314004531.0
130110,Manufacturing,8,6851026.0
130110,OtherServices,23,34199871.0
130110,Trade,55,42816397.0
130115,Government,864,813449891.0
130115,OtherServices,0,0.0
130115,Trade,2,1538042.0
130115,Transport,11,17916616.0
130120,Agriculture,11,7252578.0
130120,Business,43,39567510.0
130120,Construction,450,1120161883.0
130120,Government,3227,2541630540.0
130120,Manufacturing,512,5290837039.0
130120,Mining,1262,14605776248.0
130120,OtherServices,23,4140917.0
130120,Trade,444,365391991.0
130120,Transport,83,546773909.0
130130,Agriculture,5,3248670.0
130130,Business,0,0.0
130130,Government,1034,943234034.0
130130,Manufacturing,2,1630800.0
130130,OtherServices,0,0.0
130130,Trade,15,15290339.0
130130,Transport,4,8862836.0
130130,Utilities,17,58021109.0
130140,Business,1,612000.0
130140,Construction,5,2108667.0
130140,Manufacturing,4,2341266.0
130140,OtherServices,8,6972000.0
130140,Trade,137,87840779.0
130140,Transport,5,10615804.0
130150,OtherServices,0,0.0
130150,Trade,38,24222563.0
130160,Agriculture,3,2277728.0
130160,Manufacturing,4,4236000.0
130160,OtherServices,0,0.0
130160,Trade,0,0.0
130160,Transport,3,5274844.0
130165,Manufacturing,6,3672000.0
130165,OtherServices,0,0.0
130165,Trade,31,29388107.0
130170,Agriculture,55,48924167.0
130170,Business,45,37578466.0
130170,Construction,24,34480832.0
130170,Government,1080,1389170531.0
130170,Manufacturing,117,89175108.0
130170,OtherServices,79,72726117.0
130170,Trade,579,468078907.0
130170,Transport,31,32160756.0
130180,Government,355,353803803.0
130180,OtherServices,0,0.0
130180,Trade,5,3710067.0
130185,Agriculture,180,163305867.0
130185,Business,2,569500.0
130185,Construction,14,11487325.0
130185,Financial,40,80671119.0
130185,Government,2366,1633810151.0
130185,Manufacturing,830,772544254.0
130185,OtherServices,10,7883992.0
130185,Trade,214,172392152.0
130185,Transport,55,60760858.0
130190,Agriculture,154,117957056.0
130190,Business,90,76057428.0
130190,Construction,18,39230299.0
130190,Financial,59,277226101.0
130190,Government,4738,5336149797.0
130190,Manufacturing,1071,1352218482.0
130190,OtherServices,170,50705055.0
130190,Trade,1417,1250440338.0
130190,Transport,826,1678330576.0
130195,Trade,3,2033762.0
130200,Manufacturing,2,1224000.0
130200,OtherServices,0,0.0
130200,Trade,52,42350081.0
130200,Transport,3,4980629.0
130210,Trade,3,1955000.0
130220,Manufacturing,0,0.0
130220,OtherServices,0,0.0
130220,Trade,1,612000.0
130230,Agriculture,0,0.0
130230,Government,24,22799466.0
130230,Manufacturing,0,0.0
130230,OtherServices,0,0.0
130230,Trade,2,1683000.0
130240,Agriculture,49,44572560.0
130240,Business,11,7358200.0
130240,Construction,0,363001.0
130240,Government,1088,1133961184.0
130240,Manufacturing,0,0.0
130240,OtherServices,38,27622977.0
130240,Trade,104,69786139.0
130240,Transport,5,9606504.0
130240,Utilities,15,53308810.0
130250,Agriculture,84,66424819.0
130250,Business,59,85315675.0
130250,Construction,71,43784686.0
130250,Financial,36,165652890.0
130250,Government,2904,3147064756.0
130250,Manufacturing,826,549233010.0
130250,OtherServices,45,31406345.0
130250,Trade,918,645566432.0
130250,Transport,104,159672187.0
130250,Utilities,47,143503557.0
130255,Business,0,0.0
130255,Manufacturing,0,0.0
130255,OtherServices,3,1741466.0
130255,Trade,4,3649123.0
130255,Transport,9,10230382.0
130260,Agriculture,1112,993956235.0
130260,Business,58815,75202285184.0
130260,Construction,25163,39228378115.0
130260,Financial,4509,17832164672.0
130260,Government,160310,425760392485.0
130260,Manufacturing,106539,191256344460.0
130260,Mining,283,738071096.0
130260,OtherServices,11264,19716629506.0
130260,RealEstate,418,388975521.0
130260,Trade,87624,95553525107.0
130260,Transport,30792,50371756779.0
130260,Utilities,5579,18886791176.0
130270,Agriculture,15,3477657.0
130270,Business,0,0.0
130270,Construction,0,0.0
130270,Government,787,876473653.0
130270,Manufacturing,102,100909779.0
130270,OtherServices,23,17918358.0
130270,Trade,51,39825089.0
130270,Transport,12,48163333.0
130280,Manufacturing,0,0.0
130280,OtherServices,0,0.0
130280,Trade,8,6828988.0
130290,Agriculture,56,88707975.0
130290,Business,18,31122704.0
130290,Construction,1,102000.0
130290,Financial,29,127790331.0
130290,Government,1874,1630066343.0
130290,Manufacturing,27,23147427.0
130290,OtherServices,1,612000.0
130290,Trade,245,209385242.0
130290,Transport,24,28374764.0
130300,Government,776,778733797.0
130300,Manufacturing,0,0.0
130300,OtherServices,0,0.0
130300,Trade,32,19832053.0
130310,Business,0,984963.0
130310,Government,927,760626199.0
130310,Manufacturing,2,1224000.0
130310,OtherServices,11,12526446.0
130310,Trade,54,43461280.0
130320,Agriculture,0,0.0
130320,Business,6,3268164.0
130320,Construction,7,4141516.0
130320,Government,436,379824323.0
130320,Manufacturing,2,2946667.0
130320,OtherServices,2,1222250.0
130320,Trade,62,63861340.0
130320,Transport,46,117375852.0
130330,Construction,0,0.0
130330,Government,689,596842783.0
130330,Manufacturing,18,11207250.0
130330,OtherServices,2,1201466.0
130330,Trade,9,5293452.0
130340,Agriculture,15,9951460.0
130340,Business,62,62555879.0
130340,Construction,17,7952400.0
130340,Financial,51,248420758.0
130340,Government,4905,4721663611.0
130340,Manufacturing,205,223145701.0
130340,OtherServices,192,250222814.0
130340,Trade,1162,907702159.0
130340,Transport,43,63790366.0
130340,Utilities,121,254572890.0
130350,OtherServices,0,306000.0
130350,Trade,1,749664.0
130353,Agriculture,813,1726633329.0
130353,Business,9,7314147.0
130353,Construction,234,262097849.0
130353,Government,2253,3613432934.0
130353,Manufacturing,785,2308314042.0
130353,Mining,91,180988842.0
130353,OtherServices,13,19853457.0
130353,Trade,235,211943116.0
130353,Transport,81,112835507.0
130353,Utilities,111,410103053.0
130356,Agriculture,176,134188015.0
130356,Business,51,34002074.0
130356,Construction,34,16746107.0
130356,Government,1425,1041295969.0
130356,Manufacturing,17,14194636.0
130356,OtherServices,38,73241338.0
130356,Trade,245,253559062.0
130356,Transport,10,18270934.0
130360,OtherServices,8,18746964.0
130360,Trade,10,8285640.0
130370,Government,717,639360999.0
130370,OtherServices,10,11275204.0
130370,Trade,35,22679373.0
130380,Business,9,6198957.0
130380,Construction,11,6590048.0
130380,Government,1782,2025978333.0
130380,Manufacturing,6,5198711.0
130380,OtherServices,414,533891675.0
130380,Trade,181,171088272.0
130380,Transport,29,78910468.0
130390,Government,208,582148050.0
130390,OtherServices,0,0.0
130390,Trade,6,2359383.0
130395,Government,374,352793768.0
130395,Manufacturing,0,0.0
130395,Mining,22,12558390.0
130395,OtherServices,1,612000.0
130395,Trade,7,6849740.0
130400,OtherServices,11,8650072.0
130400,Trade,16,13323861.0
130406,Agriculture,9,3214014.0
130406,Business,20,16876550.0
130406,Construction,39,73192965.0
130406,Financial,34,134037689.0
130406,Government,974,1038127367.0
130406,Manufacturing,86,57596730.0
130406,OtherServices,69,34234643.0
130406,Trade,505,432150474.0
130406,Transport,38,105769225.0
130410,OtherServices,0,0.0
130410,Trade,0,0.0
130420,Agriculture,1,612000.0
130420,Business,399,518159342.0
130420,Construction,10,13163626.0
130420,Financial,42,164991500.0
130420,Government,1609,1456115052.0
130420,Manufacturing,90,69129625.0
130420,OtherServices,50,39891360.0
130420,Trade,768,615701729.0
130420,Transport,57,146036142.0
130423,Government,165,138587621.0
130423,OtherServices,0,0.0
130423,Trade,9,4773800.0
130426,OtherServices,0,0.0
130426,Trade,9,4574734.0
130430,Business,0,0.0
130430,Government,718,781472819.0
130430,Manufacturing,2,573000.0
130430,OtherServices,1,897600.0
130430,Trade,31,25193258.0
130430,Transport,12,19840530.0
130430,Utilities,8,30506460.0
130440,Business,0,238548.0
130440,Construction,0,0.0
130440,Manufacturing,0,0.0
130440,OtherServices,3,1836000.0
130440,Trade,1,1052000.0
130440,Transport,5,6473712.0
130440,Utilities,16,55541590.0
140002,Agriculture,43,28584347.0
140002,OtherServices,9,12249269.0
140002,Trade,3,5291676.0
140005,Agriculture,29,20965883.0
140005,Manufacturing,1,816850.0
140005,OtherServices,0,0.0
140005,Trade,14,8931463.0
140010,Agriculture,382,619572314.0
140010,Business,6462,6715681777.0
140010,Construction,5712,6008765606.0
